studyName,Sample Number,Species,Region,Island,Stage,Individual ID,Clutch Completion,Date Egg,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Sex,Delta 15 N (o/oo),Delta 13 C (o/oo),Comments
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_67657,Yes,11/11/07,37.2,20.0,194.0,3991.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_95681,Yes,11/11/07,57.2,15.5,184.0,2891.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_53863,Yes,11/11/07,40.8,13.4,192.0,3113.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_13050,Yes,11/11/07,34.0,16.8,190.0,3849.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_65910,Yes,11/11/07,37.3,16.6,205.0,5463.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_15467,Yes,11/11/07,39.9,16.3,217.0,6289.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_13448,Yes,11/11/07,52.5,13.7,184.0,5158.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_76293,Yes,11/11/07,56.5,16.7,179.0,5946.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_92356,Yes,11/11/07,39.7,13.7,223.0,3092.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_35335,Yes,11/11/07,58.7,19.3,219.0,5473.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_64056,Yes,11/11/07,45.2,15.7,215.0,5540.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_55250,Yes,11/11/07,36.2,18.3,200.0,3111.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_70105,Yes,11/11/07,50.5,15.5,188.0,2730.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053712_27080,Yes,11/11/07,33.3,19.3,213.0,5987.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053712_75237,Yes,11/11/07,52.7,19.9,183.0,6168.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_38826,Yes,11/11/07,34.3,19.2,202.0,4344.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053712_64417,Yes,11/11/07,43.7,16.6,212.0,3941.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_9206,Yes,11/11/07,48.9,20.3,230.0,4273.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_60610,Yes,11/11/07,54.1,15.7,219.0,3926.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_68388,Yes,11/11/07,38.1,19.4,193.0,3614.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_98464,Yes,11/11/07,51.8,19.4,186.0,5115.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_56576,Yes,11/11/07,37.7,19.5,209.0,3498.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_7953,Yes,11/11/07,49.2,21.3,224.0,4652.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_12174,Yes,11/11/07,41.7,14.9,227.0,2905.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_20418,Yes,11/11/07,47.7,19.3,191.0,4880.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_64217,Yes,11/11/07,53.4,14.4,220.0,4602.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_30293,Yes,11/11/07,58.7,18.8,187.0,5768.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_95560,Yes,11/11/07,35.7,13.5,225.0,3216.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_54858,Yes,11/11/07,45.7,13.9,213.0,5180.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_35848,Yes,11/11/07,46.4,16.8,175.0,5727.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_39783,Yes,11/11/07,41.8,16.7,220.0,6025.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_18261,Yes,11/11/07,59.1,14.0,223.0,5065.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_72308,Yes,11/11/07,58.6,20.8,208.0,4064.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_99980,Yes,11/11/07,44.7,17.3,226.0,4137.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_19456,Yes,11/11/07,48.3,15.6,201.0,5113.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_19809,Yes,11/11/07,49.5,21.4,227.0,3310.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_99142,Yes,11/11/07,35.9,15.9,216.0,4578.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_97481,Yes,11/11/07,45.8,17.4,208.0,5313.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_54107,Yes,11/11/07,42.1,15.8,202.0,5994.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_34713,Yes,11/11/07,45.7,21.4,191.0,3042.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_77810,Yes,11/11/07,36.3,15.2,185.0,4588.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_40419,Yes,11/11/07,44.8,16.6,186.0,4839.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_89522,Yes,11/11/07,51.7,17.0,180.0,5397.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_67989,Yes,11/11/07,49.5,17.5,197.0,5227.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_94295,Yes,11/11/07,41.0,18.6,223.0,4268.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_42266,Yes,11/11/07,54.3,16.2,209.0,4866.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_44373,Yes,11/11/07,59.2,18.7,178.0,5852.0,.,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_21352,Yes,11/11/07,48.3,13.1,227.0,2975.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_7769,Yes,11/11/07,51.4,20.9,211.0,4494.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_86025,Yes,11/11/07,57.9,13.2,181.0,2730.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_38209,Yes,11/11/07,50.4,16.4,176.0,4415.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_74959,Yes,11/11/07,39.2,21.1,218.0,5739.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_93087,Yes,11/11/07,51.0,16.3,229.0,2882.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_86697,Yes,11/11/07,33.8,18.9,188.0,5859.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_29777,Yes,11/11/07,46.8,17.1,174.0,6211.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_70553,Yes,11/11/07,58.6,19.0,200.0,4764.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_31397,Yes,11/11/07,45.6,16.0,187.0,2990.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_47551,Yes,11/11/07,47.0,15.5,223.0,5790.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_6861,Yes,11/11/07,37.6,18.5,204.0,2718.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_26153,Yes,11/11/07,37.4,18.4,208.0,4485.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_79727,Yes,11/11/07,32.8,21.4,222.0,3084.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_71082,Yes,11/11/07,36.7,19.8,184.0,3902.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_84701,Yes,11/11/07,44.7,15.8,195.0,4984.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_58251,Yes,11/11/07,40.4,18.9,222.0,5212.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_31068,Yes,11/11/07,34.7,21.0,217.0,3008.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053713_94391,Yes,11/11/07,43.1,21.2,208.0,3396.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_6885,Yes,11/11/07,36.7,18.4,178.0,3345.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_47488,Yes,11/11/07,49.9,20.2,211.0,5730.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_46055,Yes,11/11/07,32.5,19.1,190.0,2952.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_36124,Yes,11/11/07,55.7,13.7,228.0,4914.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_16841,Yes,11/11/07,50.4,16.2,193.0,2874.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053713_94565,Yes,11/11/07,35.8,18.9,173.0,3770.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053713_83453,Yes,11/11/07,47.4,16.2,192.0,4730.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_52490,Yes,11/11/07,41.3,15.9,196.0,5577.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_94987,Yes,11/11/07,45.5,13.6,182.0,3852.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_16665,Yes,11/11/07,42.4,15.3,207.0,4819.0,.,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_24958,Yes,11/11/07,39.1,16.1,215.0,4691.0,.,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_10232,Yes,11/11/07,35.8,16.5,185.0,3004.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_49527,Yes,11/11/07,35.0,19.3,224.0,2746.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_34288,Yes,11/11/07,40.1,18.5,187.0,5325.0,.,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_8556,Yes,11/11/07,42.7,19.8,212.0,5993.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_99890,Yes,11/11/07,46.4,19.5,177.0,5017.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_63377,Yes,11/11/07,36.4,15.3,216.0,4818.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_43289,Yes,11/11/07,46.0,20.7,188.0,5817.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_49947,Yes,11/11/07,45.8,19.0,218.0,3711.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_50535,Yes,11/11/07,59.1,18.5,211.0,3500.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_96293,Yes,11/11/07,46.2,18.9,175.0,5656.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_92771,Yes,11/11/07,47.0,20.1,230.0,2912.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_68902,Yes,11/11/07,58.3,16.7,195.0,6174.0,.,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_84075,Yes,11/11/07,36.2,15.0,222.0,5393.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_57192,Yes,11/11/07,50.5,21.5,209.0,4496.0,.,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_43383,Yes,11/11/07,55.4,19.6,214.0,3425.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_2731,Yes,11/11/07,51.9,13.9,183.0,5706.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_98170,Yes,11/11/07,44.1,13.5,206.0,4569.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_98250,Yes,11/11/07,46.6,18.9,215.0,4484.0,MALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_56267,Yes,11/11/07,40.9,13.7,172.0,5918.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_21987,Yes,11/11/07,37.2,13.4,199.0,4839.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_33274,Yes,11/11/07,33.3,16.3,223.0,5534.0,.,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_45599,Yes,11/11/07,49.8,20.9,182.0,2988.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_72455,Yes,11/11/07,56.1,14.1,221.0,6108.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_53817,Yes,11/11/07,39.5,16.9,192.0,5012.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_78174,Yes,11/11/07,50.4,18.0,197.0,5778.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_68655,Yes,11/11/07,51.9,15.6,207.0,6252.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_23597,Yes,11/11/07,38.3,13.3,190.0,6269.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_53930,Yes,11/11/07,48.1,17.7,230.0,6029.0,FEMALE,,,Not enough blood for isotopes.
PAL0910,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_73568,Yes,11/11/07,46.5,19.4,201.0,4557.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_59648,Yes,11/11/07,54.8,18.8,201.0,3270.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_43597,Yes,11/11/07,46.1,17.4,180.0,5656.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_17696,Yes,11/11/07,37.4,16.4,216.0,4199.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_74161,Yes,11/11/07,40.0,19.5,197.0,6296.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Gentoo penguin (Pygoscelis papua),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_68135,Yes,11/11/07,39.6,18.3,172.0,3635.0,.,,,Not enough blood for isotopes.
PAL0708,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_86228,Yes,11/11/07,41.1,19.6,192.0,6005.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_18031,Yes,11/11/07,57.1,19.9,225.0,4551.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_42798,Yes,11/11/07,46.0,21.4,222.0,4709.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_14042,Yes,11/11/07,47.5,18.0,225.0,3481.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_45,Yes,11/11/07,53.2,16.6,222.0,6038.0,MALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_99472,Yes,11/11/07,40.7,15.2,174.0,3384.0,MALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_74969,Yes,11/11/07,46.2,20.6,193.0,6191.0,FEMALE,,,Not enough blood for isotopes.
PAL0708,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_602,Yes,11/11/07,58.0,13.7,231.0,4368.0,.,,,Not enough blood for isotopes.
PAL0910,1,Gentoo penguin (Pygoscelis papua),Anvers,Biscoe,"Adult, 1 Egg Stage",GEN_1765906053714_34623,Yes,11/11/07,35.7,15.9,199.0,4081.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Adelie Penguin (Pygoscelis adeliae),Anvers,Dream,"Adult, 1 Egg Stage",GEN_1765906053714_47466,Yes,11/11/07,38.0,20.3,209.0,5473.0,FEMALE,,,Not enough blood for isotopes.
PAL0809,1,Chinstrap penguin (Pygoscelis antarctica),Anvers,Torgersen,"Adult, 1 Egg Stage",GEN_1765906053714_98449,Yes,11/11/07,46.8,21.3,209.0,4563.0,.,,,Not enough blood for isotopes.
